csv_code,csv_name,csv_unit,idarticle,idunite,codearticle,stock_qtys,inventory_qtys,log_count,price_count
21500401401,SWEET AFRICA POULET EN PACQUET,PACQUET,3902,5229,0040390200,0|0|0,0|0|0,3,0
23600370501,SWEET BOY PCE,PIECE,3609,4746,0140360900,0|0|0,0|0|0,3,0
4645,TASY,PIECE,1133,1451,0100113300,0|0|0,0|0|0,3,0
4645,TASY,PIECE,1134,1452,0100113400,0|0|0,0|0|0,3,0
15600279901,THERMOS 9111A 2L VY,PIECE,2731,3627,0030273100,0|0|0,0|0|0,3,0
15600269901,THERMOS VISTA 2L,PIECE,2637,3477,0030263700,0|0|0,0|0|0,3,0
21500361601,THON EN MIETTES 185G,PIECE,3522,4630,0040352200,0|0|0,0|0|0,3,0
23600445701,TIK TOK VETO ASSORTED POPS EN SACHET,SACHET,4315,5983,0140431500,0|0|0,0|0|0,3,0
15600259001,TOMATE BOITE HELLO FASTE,BOITE,2529,3327,0030252900,0|0|0,0|0|0,3,0
21500400301,TOMATE BOITE MAMA,BOITE,3891,5210,0040389100,0|0|0,0|0|0,3,0
21500381401,TOMATE EUROPA @ BOITE 70G,BOITE,3716,4913,0040371600,0|0|0,0|0|0,3,0
21500422101,TOMATE KENZY EN SACHET 50G,PIECE,1606,2117,0030160600,0|0|0,0|0|0,3,0
21500450901,TONGOLO BE 2 EME EN KILOS,KILOS,4365,6063,0040436500,0|0|0,0|0|0,3,0
23600448501,TONGUE PAINTER JUMBO LOLLIPOP KIDDIES,SACHET,4343,6034,0140434300,0|0|0,0|0|0,3,0
23600446101,TONGUE PAINTER MONSTRE POP KIDDIES,SACHET,4319,5990,0140431900,0|0|0,0|0|0,3,0
23600224901,TONGUE_DANCER (100PCS),BOCAL,2197,2928,0140219700,0|0|0,0|0|0,3,0
21500377001,TOP CAFE,PIECE,3673,4848,0040367300,0|0|0,0|0|0,3,0
21500428901,TOP CAFFE MOKACHINNO 22G,PIECE,4161,5707,0040416100,0|0|0,0|0|0,3,0
3733,TORCHE AVEC BRIQUET,BOITE,4763,6764,0030476300,0|0|0,0|0|0,3,1
22000258101,TSARAMASO AVARATRA (EN KAPOAKA),KAPOAKA,2520,3311,0180252000,0|0|0,0|0|0,3,0
21500313801,TSARAMASO AVARATRA 25KG,SAC,3060,4006,0040306000,0|0|0,0|0|0,3,0
4976,TSARAMASO MENA,SAC,1628,2152,0170162800,0|0|0,0|0|0,3,0
22000317101,TSIASISA,KAPOAKA,3092,4056,0180309200,0|0|0,0|0|0,3,0
22000317101,TSIASISA,KAPOAKA,3170,4166,0180317000,0|0|0,0|0|0,3,0
22000317101,TSIASISA,KAPOAKA,4619,6513,0180461900,0|0|0,0|0|0,3,0
22000188401,TSIASISA 25KG,SAC,1845,2470,0180184500,0|0|0,0|0|0,3,0
22000270601,TSIASISA ANTANANKORO,SAC,2643,3486,0180264300,0|0|0,0|0|0,3,1
15600368801,TUBE RECTANGLE GALVA,PIECE,3023,3955,0130302300,0|0|0,0|0|0,3,1
15600368801,TUBE RECTANGLE GALVA,PIECE,3592,4724,0130359200,0|0|0,0|0|0,3,0
21900309901,TUBE RECTANGLE GALVA 60X40,PIECE,3023,3955,0130302300,0|0|0,0|0|0,3,1
21900309901,TUBE RECTANGLE GALVA 60X40,PIECE,3592,4724,0130359200,0|0|0,0|0|0,3,0
22500249001,TUC CLASSIC  65*24,PIECE,2429,3206,0050242900,0|0|0,0|0|0,3,0
22500289501,TUC MINI 30G*30,PIECE,2826,3727,0050282600,0|0|0,0|0|0,3,0
22500249101,TUC POCKET 32G,BOITE,2430,3208,0050243000,0|0|0,0|0|0,3,0
19200290201,VARY DISTE,KILOS,2831,3735,0170283100,0|0|0,0|0|0,3,0
19200174001,VARY GASY 25KG,SAC,1654,2189,0170165400,0|0|0,0|0|0,3,0
19200352001,VARY GASY 25KG ANTANANKORO,SAC,1654,2189,0170165400,0|0|0,0|0|0,3,0
19200314601,VARY GASY 49KG,SAC,3067,4014,0170306700,0|0|0,0|0|0,3,1
3878,VARY GASY 60KG,SAC,2634,3471,0170263400,0|0|0,0|0|0,3,1
19200269601,VARY GASY 60KG ANTANANKORO,SAC,2634,3471,0170263400,0|0|0,0|0|0,3,1
19200329501,VARY GASY AMBATORIA 50KG,SAC,3213,4230,0170321300,0|0|0,0|0|0,3,1
19200327301,VARY GASY AMBATORIA 60KG,SAC,3191,4195,0170319100,0|0|0,0|0|0,3,0
19200320601,VARY GASY ANDAPA 25KG,SAC,1656,2193,0170165600,0|0|0,0|0|0,3,0
19200320601,VARY GASY ANDAPA 25KG,SAC,3126,4113,0170312600,0|0|0,0|0|0,3,0
19200324401,VARY GASY ANDAPA 60KG 2E CHOIX,SAC,3164,4158,0170316400,0|0|0,0|0|0,3,1
19200424801,VARY GASY ANDAPA en Kapoaka A,KAPOAKA,4122,5634,0170412200,0|0|0,0|0|0,3,0
19200419001,VARY GASY ANDAPA LUX 50KG,SAC,4065,5534,0170406500,0|0|0,0|0|0,3,0
19200322301,VARY GASY BEFANDRIANA 60KG,SAC,3143,4132,0170314300,0|0|0,0|0|0,3,0
19200367001,VARY GASY FOTSY,KILOS,3575,4703,0170357500,0|0|0,0|0|0,3,0
19200322401,VARY GASY FOTSY 60KG,SAC,3144,4133,0170314400,0|0|0,0|0|0,3,0
19200318001,VARY GASY MAMPIKONY 60KG ANTANANKORO,SAC,3101,4070,0170310100,0|0|0,0|0|0,3,0
19200226901,VARY GASY ZANATANY 50KG,SAC,2215,2949,0170221500,0|0|0,0|0|0,3,0
19200190401,VARY HARAKA BOTAKELY,SAC,1863,2504,0170186300,0|0|0,0|0|0,3,0
19200289901,VARY MAKALIOKA 2EME CHOIX,SAC,2830,3734,0170283000,0|0|0,0|0|0,3,0
19200242901,VARY MAKALIOKA VAO en Kapoaka A,KAPOAKA,2368,3132,0170236800,0|0|0,0|0|0,3,0
19200360201,VARY MANJARIKA 50KG,SAC,3508,4604,0170350800,0|0|0,0|0|0,3,0
19200388101,VARY MME ROSE TALOHA,KAPOAKA,3783,5030,0170378300,0|0|0,0|0|0,3,0
19200370301,VARY STOCK 2ÈME CHOIX,SAC,3607,4744,0170360700,0|0|0,0|0|0,3,0
19200380401,VARY STOCK 2ÈME CHOIX KILOS,KILOS,3706,4896,0170370600,0|0|0,0|0|0,3,1
19200174801,VARY STOCK 50KG,SAC,3166,4160,0170316600,0|0|0,0|0|0,3,1
19200174801,VARY STOCK 50KG,SAC,3190,4194,0170319000,0|0|0,0|0|0,3,1
19200327201,VARY STOCK 50KG ANTANANKORO,SAC,3190,4194,0170319000,0|0|0,0|0|0,3,1
19200324601,VARY STOCK 50KG VITA ANTANANKORO,SAC,3166,4160,0170316600,0|0|0,0|0|0,3,1
19200225401,VARY STOCK AONE 50KG,SAC,2200,2933,0170220000,0|0|0,0|0|0,3,0
19200169101,VARY STOCK BAREA ATM,SAC,3061,4007,0170306100,0|0|0,0|0|0,3,0
19200373201,VARY STOCK BON 50KG,SAC,3636,4790,0170363600,0|0|0,0|0|0,3,0
19200461601,VARY STOCK BOULE PETANQUE SAC 50KG,SAC,4467,6241,0170446700,0|0|0,0|0|0,3,0
19200391401,VARY STOCK BULMEX 50KG,SAC,3816,5074,0170381600,0|0|0,0|0|0,3,0
19200449801,VARY STOCK CE BON SAC 50KG,SAC,4354,6046,0170435400,0|0|0,0|0|0,3,0
19200323201,VARY STOCK EAGLE 50KG,SAC,3152,4144,0170315200,0|0|0,0|0|0,3,0
19200352501,VARY STOCK ECO 25KG,SAC,3436,4502,0170343600,0|0|0,0|0|0,3,0
19200446501,VARY STOCK EHOALA 50KG,SAC,4323,5995,0170432300,0|0|0,0|0|0,3,0
19200185101,VARY STOCK FANEVA,SAC,1708,2273,0180170800,0|0|0,0|0|0,3,0
19200321401,VARY STOCK FOOT BALL 50KG,SAC,3134,4123,0170313400,0|0|0,0|0|0,3,0
19200380601,VARY STOCK GLOBAL 50KG,SAC,3708,4898,0170370800,0|0|0,0|0|0,3,0
19200446401,VARY STOCK HARY FITIA 50KG,SAC,1713,2281,0170171300,0|0|0,0|0|0,3,0
19200446401,VARY STOCK HARY FITIA 50KG,SAC,4322,5994,0170432200,0|0|0,0|0|0,3,0
19200321601,VARY STOCK HELLO 50KG,SAC,3136,4125,0170313600,0|0|0,0|0|0,3,0
19200363601,VARY STOCK KING AFRICA 50KG,SAC,1715,2283,0130171500,0|0|0,0|0|0,3,0
19200327501,VARY STOCK KINTANA 25KG,SAC,3193,4197,0170319300,0|0|0,0|0|0,3,0
19200350201,VARY STOCK KINTANA HARAKA 50KG,SAC,3414,4464,0170341400,0|0|0,0|0|0,3,0
5204,VARY STOCK LALA EN SAC,SAC,1720,2290,0170172000,0|0|0,0|0|0,3,1
19200333001,VARY STOCK LEENA 50KG,SAC,3248,4269,0170324800,0|0|0,0|0|0,3,0
19200332201,VARY STOCK LEMUR 50KG,SAC,3240,4259,0170324000,0|0|0,0|0|0,3,0
19200389201,VARY STOCK MARA 50KG,SAC,1723,2295,0180172300,0|0|0,0|0|0,3,0
19200389201,VARY STOCK MARA 50KG,SAC,3794,5049,0170379400,0|0|0,0|0|0,3,0
19200467801,VARY STOCK MARACANA SAC 50KG,SAC,4529,6364,0170452900,0|0|0,0|0|0,3,0
19200371401,VARY STOCK MOL 50KG,SAC,3618,4760,0170361800,0|0|0,0|0|0,3,0
19200320501,VARY STOCK NAMANA,SAC,1726,2298,0170172600,0|0|0,0|0|0,3,0
19200320501,VARY STOCK NAMANA,SAC,3125,4112,0170312500,0|0|0,0|0|0,3,0
19200332901,VARY STOCK PACK RHINO 25KG,SAC,1728,2300,0170172800,0|0|0,0|0|0,3,0
19200168401,VARY STOCK PAPA,SAC,3483,4574,0170348300,0|0|0,0|0|0,3,0
19200357401,VARY STOCK PAPA 50KG,SAC,3483,4574,0170348300,0|0|0,0|0|0,3,0
19200399801,VARY STOCK POGO 50 KG,SAC,3890,5209,0170389000,0|0|0,0|0|0,3,0
19200371301,VARY STOCK SAKSHI SILVER  50KG,SAC,1733,2305,0170173300,0|0|0,0|0|0,3,0
19200371301,VARY STOCK SAKSHI SILVER  50KG,SAC,3617,4759,0170361700,0|0|0,0|0|0,3,0
19200319101,VARY STOCK SHAVA 50KG,SAC,3111,4089,0170311100,0|0|0,0|0|0,3,0
19200321501,VARY STOCK SIMBA PREMIUM QUALITY 50KG,SAC,3135,4124,0170313500,0|0|0,0|0|0,3,0
19200268301,VARY STOCK STAR 50KG,SAC,2621,3449,0170262100,0|0|0,0|0|0,3,0
19200358101,VARY STOCK TIGRE PAKISTAN 50KG,SAC,3490,4583,0170349000,0|0|0,0|0|0,3,0
19200234501,VARY STOCK TSINJO 25KG,SAC,2284,3032,0170228400,0|0|0,0|0|0,3,0
19200293501,VARY STOCK TSINJO 50KG FOTSY,SAC,2863,3781,0170286300,0|0|0,0|0|0,3,0
19200352601,VARY STOCK TUCTUC 50KG,SAC,3437,4503,0170343700,0|0|0,0|0|0,3,0
19200358201,VARY STOCK VOLAMENA 50KG,SAC,3491,4584,0170349100,0|0|0,0|0|0,3,0
19200461701,VARY STOCK VOLGA SAC 50KG,SAC,4468,6242,0170446800,0|0|0,0|0|0,3,0
19200324501,VARY TSINJO 25KG ANTANANKORO,SAC,3165,4159,0170316500,0|0|0,0|0|0,3,1
19200192501,VARY TSINJO 50KG,SAC,1883,2527,0170188300,0|0|0,0|0|0,3,0
19200320701,VARY TSINJO VAOVAO,SAC,3127,4114,0170312700,0|0|0,0|0|0,3,0
19200233401,VARY VOKY TSARA 50KG,SAC,2273,3017,0170227300,0|0|0,0|0|0,3,0
21900313201,VENTILATEUR AKITA,CARTON,3054,4000,0130305400,0|0|0,0|0|0,3,0
3883,VERRE A JETTER,PAQUET,3779,5025,0030377900,0|0|0,0|0|0,3,0
15600226801,VERRE PLASTIQUE PM,PIECE,2214,2948,0030221400,0|0|0,0|0|0,3,0
21500437801,VETSIN SASA  Moto 3G*160*25,PACQUET,4239,5840,0040423900,0|0|0,0|0|0,3,0
21500261601,VINAIGRE SACHET SAVOUR,SACHET,2554,3368,0040255400,0|0|0,0|0|0,3,0
21500261501,VINAIGRE SAVOUR 0.25L,PACQUET,2553,3367,0040255300,0|0|0,0|0|0,3,0
21500399401,VITALAIT 250G,SACHET,3886,5204,0040388600,0|0|0,0|0|0,3,0
21500399301,VITALAIT 250G*32,CARTON,3885,5203,0040388500,0|0|0,0|0|0,3,0
22000333101,VOANJOBORY 50KG ANTANANKORO,SAC,3249,4270,0180324900,0|0|0,0|0|0,3,1
22000258701,VOANJOBORY 60KG,SAC,2526,3322,0180252600,0|0|0,0|0|0,3,0
22000311001,VOANTSIROKA,KILOS,3034,3975,0180303400,0|0|0,0|0|0,3,1
22000320401,VOANTSIROKA MAINTSO,KAPOAKA,3124,4111,0180312400,0|0|0,0|0|0,3,0
22000233001,VOANTSIROKA MAINTSO 25KG,SAC,2269,3013,0180226900,0|0|0,0|0|0,3,0
22600370201,VOVO -TSAVONY SAFIDY PCE,PIECE,3606,4743,0020360600,0|0|0,0|0|0,3,0
15600323001,VOVON-TSAVONY FOM,PIECE,3150,4142,0030315000,0|0|0,0|0|0,3,0
22600323101,VOVON-TSAVONY SEIM,PIECE,1814,2404,0400181400,0|0|0,0|0|0,3,0
22600323101,VOVON-TSAVONY SEIM,PIECE,1815,2406,0400181500,0|0|0,0|0|0,3,0
22600193201,VOVON-TSAVONY UNO 15G,SAC,1890,2537,0020189000,0|0|0,0|0|0,3,0
3911,YARICO GM,BOITE,1825,2432,0030182500,0|0|0,0|0|0,3,0
23600396501,YOGURT POP KIDDO,SACHET,3858,5156,0140385800,0|0|0,0|0|0,3,0
21500294401,YOUT LAIT EN POUDRE 1KG,SACHET,2872,3792,0040287200,0|0|0,0|0|0,3,0
21500294601,YOUT LAIT EN POUDRE 500G,SACHET,2874,3796,0040287400,0|0|0,0|0|0,3,0
21500295001,YOUZOU 50 CL,PACQUET,1839,2458,0030183900,0|0|0,0|0|0,3,0
22600266101,CITRON VERELLE 60G X 96PCS,PIECE,2599,3415,0020259900,0|0|0,0|0|0,3,0
22500271501,4X4 50,SACHET,2651,3495,0050265100,0|0|0,0|0|0,3,0
23800235501,AIGLE  D OR  FOOTLOOSE MAR P35,PAIRE,2294,3042,0070229400,0|0|0,0|0|0,3,0
23800235601,AIGLE  D OR  FOOTLOOSE MAR P36,PAIRE,2295,3043,0070229500,0|0|0,0|0|0,3,0
23800235701,AIGLE  D OR  FOOTLOOSE MAR P37,PAIRE,2296,3044,0070229600,0|0|0,0|0|0,3,0
23800235801,AIGLE  D OR  FOOTLOOSE MAR P38,PAIRE,2297,3045,0070229700,0|0|0,0|0|0,3,0
23800235901,AIGLE  D OR  FOOTLOOSE MAR P39,PAIRE,2298,3046,0070229800,0|0|0,0|0|0,3,0
23800236001,AIGLE  D OR  FOOTLOOSE MAR P40,PAIRE,2299,3047,0070229900,0|0|0,0|0|0,3,0
23800236101,AIGLE  D OR  FOOTLOOSE MAR P41,PAIRE,2300,3048,0070230000,0|0|0,0|0|0,3,0
23800236201,AIGLE  D OR  FOOTLOOSE MAR P42,PAIRE,2301,3049,0070230100,0|0|0,0|0|0,3,0
23800236301,AIGLE  D OR  FOOTLOOSE MAR P43,PAIRE,2302,3050,0070230200,0|0|0,0|0|0,3,0
23800234601,AIGLE  D OR  FOOTLOOSE NOIR P35,PAIRE,2285,3033,0070228500,0|0|0,0|0|0,3,0
23800234701,AIGLE  D OR  FOOTLOOSE NOIR P36,PAIRE,2286,3034,0070228600,0|0|0,0|0|0,3,0
23800234801,AIGLE  D OR  FOOTLOOSE NOIR P37,PAIRE,2287,3035,0070228700,0|0|0,0|0|0,3,0
23800234901,AIGLE  D OR  FOOTLOOSE NOIR P38,PAIRE,2288,3036,0070228800,0|0|0,0|0|0,3,0
23800235101,AIGLE  D OR  FOOTLOOSE NOIR P40,PAIRE,2290,3038,0070229000,0|0|0,0|0|0,3,0
23800235201,AIGLE  D OR  FOOTLOOSE NOIR P41,PAIRE,2291,3039,0070229100,0|0|0,0|0|0,3,0
23800235301,AIGLE  D OR  FOOTLOOSE NOIR P42,PAIRE,2292,3040,0070229200,0|0|0,0|0|0,3,0
23800261901,AIGLE  D OR  FOOTLOOSE VIO P35,PAIRE,2557,3372,0070255700,0|0|0,0|0|0,3,0
23800262001,AIGLE  D OR  FOOTLOOSE VIO P41,PAIRE,2558,3373,0070255800,0|0|0,0|0|0,3,0
23800236401,AIGLE  D OR  FOOTLOOSE VRJ P40,PAIRE,2303,3051,0070230300,0|0|0,0|0|0,3,0
23800236501,AIGLE  D OR  FOOTLOOSE VRV P41,PAIRE,2304,3052,0070230400,0|0|0,0|0|0,3,0
23800236601,AIGLE  D OR  FOOTLOOSE VRV P42,PAIRE,2305,3053,0070230500,0|0|0,0|0|0,3,0
23800236701,AIGLE  D OR  FOOTLOOSE VRV P43,PAIRE,2306,3054,0070230600,0|0|0,0|0|0,3,0
23800307601,AIGLE  D OR  MIRADO FOM P39,PAIRE,3001,3931,0070300100,0|0|0,0|0|0,3,0
23800307801,AIGLE  D OR  MIRADO FOM P40,PAIRE,3003,3933,0070300300,0|0|0,0|0|0,3,0
23800307701,AIGLE  D OR  MIRADO FOM P41,PAIRE,3002,3932,0070300200,0|0|0,0|0|0,3,0
23800308001,AIGLE  D OR  MIRADO FOM P43,PAIRE,3005,3935,0070300500,0|0|0,0|0|0,3,0
23800308301,AIGLE  D OR  MIRADO NOIR P39,PAIRE,3008,3938,0070300800,0|0|0,0|0|0,3,0
23800330201,AIGLE  D OR TEAKO FR P36,PAIRE,3220,4237,0070322000,0|0|0,0|0|0,3,0
23800330301,AIGLE  D OR TEAKO FR P37,PAIRE,3221,4238,0070322100,0|0|0,0|0|0,3,0
23800330401,AIGLE  D OR TEAKO FR P38,PAIRE,3222,4239,0070322200,0|0|0,0|0|0,3,0
23800330501,AIGLE  D OR TEAKO FR P39,PAIRE,3223,4240,0070322300,0|0|0,0|0|0,3,0
23800329701,AIGLE  D OR TEAKO MARRON P35,PAIRE,3215,4232,0070321500,0|0|0,0|0|0,3,0
23800329601,AIGLE  D OR TEAKO MARRON P37,PAIRE,3214,4231,0070321400,0|0|0,0|0|0,3,0
23800329801,AIGLE  D OR TEAKO MARRON P38,PAIRE,3216,4233,0070321600,0|0|0,0|0|0,3,0
23800330001,AIGLE  D OR TEAKO MARRON P39,PAIRE,3218,4235,0070321800,0|0|0,0|0|0,3,0
23800329901,AIGLE  D OR TEAKO MARRON P41,PAIRE,3217,4234,0070321700,0|0|0,0|0|0,3,0
23800252101,AIGLE D OR ADANA MARRON P35,PAIRE,2460,3240,0070246000,0|0|0,0|0|0,3,0
23800252201,AIGLE D OR ADANA MARRON P36,PAIRE,2461,3241,0070246100,0|0|0,0|0|0,3,0
23800252301,AIGLE D OR ADANA MARRON P37,PAIRE,2462,3242,0070246200,0|0|0,0|0|0,3,0
23800252401,AIGLE D OR ADANA MARRON P38,PAIRE,2463,3243,0070246300,0|0|0,0|0|0,3,0
23800252501,AIGLE D OR ADANA MARRON P39,PAIRE,2464,3244,0070246400,0|0|0,0|0|0,3,0
23800252601,AIGLE D OR ADANA MARRON P40,PAIRE,2465,3245,0070246500,0|0|0,0|0|0,3,0
23800252701,AIGLE D OR ADANA MARRON P41,PAIRE,2466,3246,0070246600,0|0|0,0|0|0,3,0
23800226401,AIGLE D OR ALOALO_TAB P36,PAIRE,2210,2943,0070221000,0|0|0,0|0|0,3,0
23800226501,AIGLE D OR ALOALO_TAB P37,PAIRE,2211,2944,0070221100,0|0|0,0|0|0,3,0
23800231001,AIGLE D OR ALOALO_TAB P38,PAIRE,2249,2992,0070224900,0|0|0,0|0|0,3,0
23800191501,AIGLE D OR ALOALO_TAB P39,PAIRE,1874,2518,0070187400,0|0|0,0|0|0,3,0
23800226601,AIGLE D OR ALOALO_TAB P40,PAIRE,2212,2945,0070221200,0|0|0,0|0|0,3,0
23800203401,AIGLE D OR ALOALO_TAB P41,PAIRE,1988,2684,0070198800,0|0|0,0|0|0,3,0
23800203501,AIGLE D OR ALOALO_TAB P42,PAIRE,1989,2685,0070198900,0|0|0,0|0|0,3,0
23800203601,AIGLE D OR ALOALO_TAB P43,PAIRE,1990,2686,0070199000,0|0|0,0|0|0,3,0
23800296201,AIGLE D OR ALOALO_TAB P44,PAIRE,2889,3819,0070288900,0|0|0,0|0|0,3,0
23800252801,AIGLE D OR AMBY MARINE P35,PAIRE,2467,3247,0070246700,0|0|0,0|0|0,3,0
23800252901,AIGLE D OR AMBY MARINE P36,PAIRE,2468,3248,0070246800,0|0|0,0|0|0,3,0
23800253001,AIGLE D OR AMBY MARINE P37,PAIRE,2469,3249,0070246900,0|0|0,0|0|0,3,0
23800253101,AIGLE D OR AMBY MARINE P38,PAIRE,2470,3250,0070247000,0|0|0,0|0|0,3,0
23800253201,AIGLE D OR AMBY MARINE P39,PAIRE,2471,3251,0070247100,0|0|0,0|0|0,3,0
23800253301,AIGLE D OR AMBY MARINE P40,PAIRE,2472,3252,0070247200,0|0|0,0|0|0,3,0
23800253401,AIGLE D OR AMBY MARINE P41,PAIRE,2473,3253,0070247300,0|0|0,0|0|0,3,0
23800334101,AIGLE D OR AMPINGA C P39,PAIRE,3258,4280,0070325800,0|0|0,0|0|0,3,0
23800334001,AIGLE D OR AMPINGA C P40,PAIRE,3257,4279,0070325700,0|0|0,0|0|0,3,0
23800333901,AIGLE D OR AMPINGA C P41,PAIRE,3256,4278,0070325600,0|0|0,0|0|0,3,0
23800333801,AIGLE D OR AMPINGA C P42,PAIRE,3255,4277,0070325500,0|0|0,0|0|0,3,0
23800333701,AIGLE D OR AMPINGA C P43,PAIRE,3254,4276,0070325400,0|0|0,0|0|0,3,0
23800333601,AIGLE D OR AMPINGA C P44,PAIRE,3253,4275,0070325300,0|0|0,0|0|0,3,0
23800333501,AIGLE D OR AMPINGA C P45,PAIRE,3252,4274,0070325200,0|0|0,0|0|0,3,0
23800196101,AIGLE D OR ANKOAY-FOM P35,PAIRE,1919,2577,0070191900,0|0|0,0|0|0,3,0
23800225501,AIGLE D OR ANKOAY-FOM P36,PAIRE,2201,2934,0070220100,0|0|0,0|0|0,3,0
23800195801,AIGLE D OR ANKOAY-FOM P37,PAIRE,1916,2574,0070191600,0|0|0,0|0|0,3,0
23800195901,AIGLE D OR ANKOAY-FOM P38,PAIRE,1917,2575,0070191700,0|0|0,0|0|0,3,0
23800196001,AIGLE D OR ANKOAY-FOM P39,PAIRE,1918,2576,0070191800,0|0|0,0|0|0,3,0
23800196601,AIGLE D OR ANKOAY-FOM P40,PAIRE,1924,2582,0070192400,0|0|0,0|0|0,3,0
23800195701,AIGLE D OR ANKOAY-FOM P41,PAIRE,1915,2573,0070191500,0|0|0,0|0|0,3,0
23800306201,AIGLE D OR ARINALA-MAR P39,PAIRE,2988,3918,0070298800,0|0|0,0|0|0,3,0
23800306301,AIGLE D OR ARINALA-MAR P40,PAIRE,2989,3919,0070298900,0|0|0,0|0|0,3,0
23800306501,AIGLE D OR ARINALA-MAR P41,PAIRE,2991,3921,0070299100,0|0|0,0|0|0,3,0
23800306601,AIGLE D OR ARINALA-MAR P42,PAIRE,2992,3922,0070299200,0|0|0,0|0|0,3,0
23800306701,AIGLE D OR ARINALA-MAR P43,PAIRE,2993,3923,0070299300,0|0|0,0|0|0,3,0
23800306801,AIGLE D OR ARINALA-MAR P44,PAIRE,2994,3924,0070299400,0|0|0,0|0|0,3,0
23800306401,AIGLE D OR ARINALA-MAR P45,PAIRE,2990,3920,0070299000,0|0|0,0|0|0,3,0
23800307401,AIGLE D OR ARIVELO-MAR P39,PAIRE,2999,3929,0070299900,0|0|0,0|0|0,3,0
23800307001,AIGLE D OR ARIVELO-MAR P40,PAIRE,2995,3925,0070299500,0|0|0,0|0|0,3,0
23800307201,AIGLE D OR ARIVELO-MAR P41,PAIRE,2997,3927,0070299700,0|0|0,0|0|0,3,0
23800307301,AIGLE D OR ARIVELO-MAR P42,PAIRE,2998,3928,0070299800,0|0|0,0|0|0,3,0
23800307501,AIGLE D OR ARIVELO-MAR P43,PAIRE,3000,3930,0070300000,0|0|0,0|0|0,3,0
23800248201,AIGLE D OR AVO NOIR P28,PAIRE,2421,3195,0070242100,0|0|0,0|0|0,3,0
23800248301,AIGLE D OR AVO NOIR P29,PAIRE,2422,3196,0070242200,0|0|0,0|0|0,3,0
23800248401,AIGLE D OR AVO NOIR P30,PAIRE,2423,3197,0070242300,0|0|0,0|0|0,3,0
23800248501,AIGLE D OR AVO NOIR P31,PAIRE,2424,3198,0070242400,0|0|0,0|0|0,3,0
23800248601,AIGLE D OR AVO NOIR P32,PAIRE,2425,3199,0070242500,0|0|0,0|0|0,3,0
23800249301,AIGLE D OR AVO NOIR P33,PAIRE,2432,3212,0070243200,0|0|0,0|0|0,3,0
23800249401,AIGLE D OR AVO NOIR P34,PAIRE,2433,3213,0070243300,0|0|0,0|0|0,3,0
23800302301,AIGLE D OR AVOLAZA MRN P28,PAIRE,2950,3880,0070295000,0|0|0,0|0|0,3,0
23800302001,AIGLE D OR AVOLAZA MRN P29,PAIRE,2947,3877,0070294700,0|0|0,0|0|0,3,0
15600301901,AIGLE D OR AVOLAZA MRN P30,PAIRE,2946,3876,0070294600,0|0|0,0|0|0,3,0
23800302101,AIGLE D OR AVOLAZA MRN P31,PAIRE,2948,3878,0070294800,0|0|0,0|0|0,3,0
23800302401,AIGLE D OR AVOLAZA MRN P32,PAIRE,2951,3881,0070295100,0|0|0,0|0|0,3,0
23800302201,AIGLE D OR AVOLAZA MRN P33,PAIRE,2949,3879,0070294900,0|0|0,0|0|0,3,0
23800302501,AIGLE D OR AVOLAZA MRN P34,PAIRE,2952,3882,0070295200,0|0|0,0|0|0,3,0
23800222701,AIGLE D OR AVOLAZA NOIR P39,PAIRE,2175,2902,0070217500,0|0|0,0|0|0,3,0
23800205301,AIGLE D OR AVOLAZA NOIR P40,PAIRE,2007,2703,0070200700,0|0|0,0|0|0,3,0
23800191901,AIGLE D OR AVOLAZA NOIR P41,PAIRE,1878,2522,0070187800,0|0|0,0|0|0,3,0
23800205101,AIGLE D OR AVOLAZA NOIR P42,PAIRE,2005,2701,0070200500,0|0|0,0|0|0,3,0
23800205201,AIGLE D OR AVOLAZA NOIR P43,PAIRE,2006,2702,0070200600,0|0|0,0|0|0,3,0
23800179601,AIGLE D OR DIHY,PAIRE,1911,2569,0070191100,0|0|0,0|0|0,3,0
23800179601,AIGLE D OR DIHY,PAIRE,1912,2570,0070191200,0|0|0,0|0|0,3,0
23800179601,AIGLE D OR DIHY,PAIRE,1913,2571,0070191300,0|0|0,0|0|0,3,0
23800179601,AIGLE D OR DIHY,PAIRE,1914,2572,0070191400,0|0|0,0|0|0,3,0
23800195301,AIGLE D OR DIHY-MARRON P35,PAIRE,1911,2569,0070191100,0|0|0,0|0|0,3,0
23800195401,AIGLE D OR DIHY-MARRON P37,PAIRE,1912,2570,0070191200,0|0|0,0|0|0,3,0
23800195501,AIGLE D OR DIHY-MARRON P38,PAIRE,1913,2571,0070191300,0|0|0,0|0|0,3,0
23800195601,AIGLE D OR DIHY-MARRON P39,PAIRE,1914,2572,0070191400,0|0|0,0|0|0,3,0
23800237301,AIGLE D OR ELATRA NOIR P39,PAIRE,2312,3060,0070231200,0|0|0,0|0|0,3,0
23800237401,AIGLE D OR ELATRA NOIR P40,PAIRE,2313,3061,0070231300,0|0|0,0|0|0,3,0
23800237501,AIGLE D OR ELATRA NOIR P41,PAIRE,2314,3062,0070231400,0|0|0,0|0|0,3,0
23800237601,AIGLE D OR ELATRA NOIR P42,PAIRE,2315,3063,0070231500,0|0|0,0|0|0,3,0
